date,sh_margin_y,source,fetched_at_utc
2011-08-03,199.47338610,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-04,199.16978654,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-05,199.03220315,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-08,199.65951464,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-09,199.58893276,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-10,198.91797252,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-11,198.53845619,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-12,197.80555772,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-15,199.00155759,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-16,199.38522613,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-17,200.20240955,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-18,201.25765773,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-19,200.74117205,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-22,201.04631668,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-23,201.61763673,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-24,201.48223867,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-25,199.09811437,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-26,201.09341830,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-29,204.96342307,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-30,207.49898186,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-08-31,208.93312611,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-01,208.98889032,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-02,209.01163881,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-05,210.03486998,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-06,210.68944086,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-07,210.42304936,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-08,211.14896834,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-09,210.41870266,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-13,211.22136936,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-14,210.50929175,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-15,209.96390466,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-16,210.20934154,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-19,211.03835093,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-20,211.81592617,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-21,210.80852830,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-22,214.03223921,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-23,213.59329274,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-26,213.04984798,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-27,214.42994144,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-28,212.85200989,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-29,211.37792643,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-09-30,206.78257223,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-10,205.00158665,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-11,203.24309699,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-12,204.30753257,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-13,205.43903238,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-14,204.00802814,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-17,203.00361995,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-18,202.46908676,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-19,202.42841224,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-20,202.74135425,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-21,200.77609862,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-24,198.13181984,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-25,198.57163052,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-26,197.86668727,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-27,199.30731684,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-28,197.49284408,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-10-31,199.01349449,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-01,200.08002941,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-02,200.94724795,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-03,203.65235328,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-04,204.25574366,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-07,206.93207005,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-08,209.04972932,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-09,211.37377041,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-10,213.82370001,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-11,213.45143945,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-14,214.72109836,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-15,216.42895602,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-16,220.79287311,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-17,221.10549167,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-18,221.28264632,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-21,222.61866663,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-22,223.40596474,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-23,223.81342035,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-24,224.21973306,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-25,224.00850427,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-28,224.94897616,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-29,225.18644243,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-11-30,224.66452028,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-01,222.99466764,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-02,222.67766625,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-05,223.79650562,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-06,224.13359472,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-07,224.49261088,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-08,225.28992922,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-09,225.07138358,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-12,225.25065787,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-13,226.43584951,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-14,227.10676753,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-15,228.29426940,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-16,229.60970432,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-19,231.60945470,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-20,232.15304975,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-21,232.13182571,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-22,231.56209497,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-23,230.22628028,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-26,230.97117469,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-27,231.25457645,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-28,232.27075749,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-29,232.61484479,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2011-12-30,231.63493473,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-04,230.86161879,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-05,228.71007499,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-06,229.74795499,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-09,228.53440665,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-10,227.73950655,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-11,228.69720240,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-12,227.81226572,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-13,226.74391245,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-16,226.38911372,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
